구분,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,납입원금_24년4분기,적립금_24년4분기,수익률_24년4분기,적립률_24년4분기,공시이율_24년4분기,납입원금_24년,적립금_24년,수익률_24년,적립률_24년,공시이율_24년,장기수익율_3년,장기수익율_5년,장기수익율_7년,장기수익율_10년,장기수수료율_3년,장기수수료율_5년,장기수수료율_7년,장기수수료율_10년
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2015-01-01,중단,불가능,6265,7148,3.14,0,0,6265,7148,3.14,0,0,2.85,2.64,2.39,0.19,0.37,0.44,0.66,2.58
연금저축생명보험,인터넷연금저축보험(2201)無(보험료할인)_임직원,삼성생명보험,금리연동형,2022-01-01,중단,불가능,7327,7120,-0.34,0,0,7327,7120,-0.34,0,0,-8.75,0,0,0,10.2,0,0,0
연금저축생명보험,VIP참연금저축보험Ⅲ,신한라이프생명보험,금리연동형,2019-01-01,중단,불가능,9068,7075,1.03,0,0,9068,7075,1.03,0,0,0.51,-0.58,0,0,1.55,2.79,0,0
연금저축생명보험,연금저축드림테크연금보험1504,흥국생명보험,금리연동형,2015-04-01,중단,불가능,6515,6967,2.38,0,0,6515,6967,2.38,0,0,2.1,1.7,1.37,0,0.74,0.81,1.12,0
연금저축생명보험,연금저축 NEW SAVE연금보험1510,미래에셋생명보험,금리연동형,2015-10-01,중단,불가능,9065,6860,1.32,0,0,9065,6860,1.32,0,0,1.19,0.99,0.73,0,0.57,0.75,1.03,0
연금저축생명보험,"미래에셋생명 온라인(다이렉트) 연금저축 보험 무배당1306,1404,1411,1501,1504",미래에셋생명보험,금리연동형,2013-06-22,중단,불가능,8248,6839,1.65,0,0,8248,6839,1.65,0,0,1.71,1.53,1.47,1.04,0.27,0.35,0.48,1.04
연금저축생명보험,연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2013-04-22,중단,불가능,6211,6622,2.28,0,0,6211,6622,2.28,0,0,1.99,1.56,1.23,0.85,0.56,0.67,0.82,1.3
연금저축생명보험,(무)하나플러스연금저축보험,하나생명보험,금리연동형,2020-06-01,중단,가능,6605,6599,1.14,0,0,6605,6599,1.14,0,0,0.44,-6.61,0,0,1.98,7.71,0,0
연금저축생명보험,(무)하나세테크e연금저축보험,하나생명보험,금리연동형,2022-01-01,판매,가능,6726,6572,-0.46,125.71,2.57,6726,6572,-0.46,125.71,2.57,-8.03,0,0,0,9.43,0,0,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2016-01-01,중단,불가능,6053,6537,1.84,0,0,6053,6537,1.84,0,0,2.15,2.05,1.57,0,0.51,0.67,0.94,0
연금저축생명보험,연금저축 IBK연금보험_1701,아이비케이연금보험 ,금리연동형,2017-01-01,중단,불가능,6344,6533,1.63,0,0,6344,6533,1.63,0,0,1.4,1.15,0.41,0,0.9,1.22,1.93,0
연금저축생명보험,연금저축수호천사한아름연금,동양생명보험,금리연동형,2009-10-01,중단,불가능,6333,6509,2.5,0,0,6333,6509,2.5,0,0,2.25,2.3,2.35,2.38,0.17,0.18,0.33,0.53
연금저축생명보험,무배당 신한연금저축보험Premium,신한라이프생명보험,금리연동형,2017-04-10,중단,불가능,8392,6461,1.45,0,0,8392,6461,1.45,0,0,1.29,1,-0.31,0,0.73,1.04,2.38,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2015-04-01,중단,불가능,6297,6378,1.81,0,0,6297,6378,1.81,0,0,1.22,0.63,0.3,0,0.75,0.92,1.19,0
연금저축생명보험,연금저축 IBK연금보험_1704,아이비케이연금보험 ,금리연동형,2017-04-01,중단,불가능,6214,6363,1.49,0,0,6214,6363,1.49,0,0,1.28,1.01,-0.02,0,1.01,1.35,2.34,0
연금저축생명보험,"NH세테크연금저축보험(Self가입형,무배당)",농협생명보험,금리연동형,2021-01-01,중단,불가능,6277,6246,0.77,0,0,6277,6246,0.77,0,0,-0.97,0,0,0,3.31,0,0,0
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2019-04-01,중단,불가능,5669,6230,1.13,0,0,5669,6230,1.13,0,0,0.46,-4.45,0,0,2.15,6.71,0,0
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2014-04-01,중단,불가능,5800,6170,3.18,0,0,5800,6170,3.18,0,0,2.75,2.21,1.8,0.59,0.34,0.58,0.87,1.99
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2016-01-01,중단,불가능,6024,6119,2.57,0,0,6024,6119,2.57,0,0,1.95,1.3,0.82,0,0.63,0.95,1.41,0
연금저축생명보험,연금저축 KDB세테크연금보험,케이디비생명보험,금리연동형,2015-04-15,중단,불가능,5845,6105,2.06,0,0,5845,6105,2.06,0,0,1.87,1.57,1.09,0,0.45,0.63,1.05,0
연금저축생명보험,(무)행복knowhow플러스연금저축보험,하나생명보험,금리연동형,2019-01-01,중단,가능,5941,6051,1.71,0,0,5941,6051,1.71,0,0,1.22,0.42,0,0,1.26,2.04,0,0
연금저축생명보험,연금저축수호천사한아름연금,동양생명보험,금리연동형,2009-02-01,중단,불가능,5630,5986,2.7,0,0,5630,5986,2.7,0,0,2.66,2.71,2.67,2.64,0.16,0.16,0.28,0.49
연금저축생명보험,연금저축 IBK연금보험_1601,아이비케이연금보험 ,금리연동형,2016-01-01,중단,불가능,5672,5951,1.84,0,0,5672,5951,1.84,0,0,1.78,1.54,1.13,0,0.74,0.98,1.37,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2020-01-01,중단,불가능,5902,5948,1.41,0,0,5902,5948,1.41,0,0,0.88,-3.24,0,0,1.37,4.53,0,0
연금저축생명보험,연금저축교보기업복지연금보험,교보생명보험,금리연동형,2012-04-01,중단,불가능,5550,5838,2.15,0,0,5550,5838,2.15,0,0,1.94,1.52,1.26,0.7,0.8,1.19,1.22,1.75
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2015-01-01,중단,불가능,5413,5793,2.75,0,0,5413,5793,2.75,0,0,2.39,1.99,1.55,-2.41,0.43,0.72,1.05,4.14
연금저축생명보험,연금저축 나이스플랜연금보험Ⅸ(60세),에이비엘생명보험,금리연동형,2012-04-01,중단,불가능,5285,5781,2.52,0,0,5285,5781,2.52,0,0,2.39,1.91,1.65,1.28,0.33,0.54,0.74,1.14
연금저축생명보험,(연금저축)자유적립연금보험Ⅳ,케이디비생명보험,금리연동형,2012-04-02,중단,불가능,4938,5591,3.28,0,0,4938,5591,3.28,0,0,3.2,2.75,2.33,1.64,0.24,0.33,0.56,1.07
연금저축생명보험,현대라이프 연금보험 연금저축(법인),푸본현대생명보험,금리연동형,2015-01-01,중단,불가능,5221,5588,2.07,0,0,5221,5588,2.07,0,0,1.96,1.72,1.51,0,0.89,1.07,1.35,4.78
연금저축생명보험,연금저축 강력추천 연금보험,DB생명보험,금리연동형,2008-07-01,중단,불가능,3776,5545,3.69,0,0,3776,5545,3.69,0,0,3.33,2.89,2.72,2.6,0.2,0.2,0.25,0.44
연금저축생명보험,무배당 IBK 세액공제연금저축보험_2005,아이비케이연금보험 ,금리연동형,2020-05-01,중단,불가능,5482,5452,1.18,0,0,5482,5452,1.18,0,0,0.42,0,0,0,2.08,0,0,0
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2013-06-01,중단,불가능,5058,5450,3.34,0,0,5058,5450,3.34,0,0,2.84,2.17,1.86,1.23,0.27,0.43,0.69,1.36
연금저축생명보험,(무)하나세테크연금저축보험,하나생명보험,금리연동형,2021-01-01,중단,가능,5471,5378,0.67,0,0,5471,5378,0.67,0,0,-0.57,0,0,0,2.93,0,0,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2020-01-01,중단,불가능,5615,5318,-0.79,0,0,5615,5318,-0.79,0,0,-1.01,-5.71,0,0,1.82,6.05,0,0
연금저축생명보험,삼성 인터넷NEW연금저축보험(2401)_임직원,삼성생명보험,금리연동형,2024-01-01,중단,불가능,5288,5313,1.08,130.27,2.9,5288,5313,1.08,130.27,2.9,0,0,0,0,0,0,0,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2020-04-01,중단,불가능,5304,5309,1.23,0,0,5304,5309,1.23,0,0,0.53,0,0,0,1.54,0,0,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2016-01-01,중단,불가능,5255,5304,1.3,0,0,5255,5304,1.3,0,0,1.11,0.78,0.19,0,0.83,1.04,1.41,0
연금저축생명보험,연금저축골드연금보험1.5無(사업비할인)_50인이상,삼성생명보험,금리연동형,2017-01-01,중단,불가능,4986,5304,2.14,0,0,4986,5304,2.14,0,0,1.88,1.54,1.1,0,0.75,0.95,1.45,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2023-01-01,중단,불가능,5546,5291,-2.46,0,0,5546,5291,-2.46,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축드림테크연금보험B4,흥국생명보험,금리연동형,2014-04-01,중단,불가능,4637,5278,2.9,0,0,4637,5278,2.9,0,0,2.61,2.24,2,1.22,0.58,0.57,0.76,1.68
연금저축생명보험,연금저축교보복지연금보험,교보생명보험,금리연동형,2006-12-05,중단,불가능,3811,5248,3.33,0,0,3811,5248,3.33,0,0,3.16,2.75,2.7,2.52,0.29,0.3,0.3,0.41
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2021-01-01,중단,불가능,5477,5234,-0.53,0,0,5477,5234,-0.53,0,0,-1.62,0,0,0,2.84,0,0,0
연금저축생명보험,연금저축흥국생명뉴그린필드연금보험V,흥국생명보험,금리연동형,2017-01-01,중단,불가능,5185,5199,1.34,0,0,5185,5199,1.34,0,0,1.01,0.6,-0.33,0,1.09,1.42,2.31,0
연금저축생명보험,현대라이프 MAX 연금저축보험 무배당,푸본현대생명보험,금리연동형,2017-01-01,중단,불가능,5083,5096,1.39,0,0,5083,5096,1.39,0,0,1.06,0.65,0,0,1.13,1.53,2.47,0
연금저축생명보험,연금저축 라이프플랜보험,DGB생명보험,금리연동형,2008-04-01,중단,불가능,5459,5043,2.53,0,0,5459,5043,2.53,0,0,2.72,2.7,2.72,2.64,0.1,0.1,0.16,0.36
연금저축생명보험,무배당 연금저축 IBK나만의연금보험_1805_GA,아이비케이연금보험 ,금리연동형,2018-05-01,중단,가능,5000,4988,1.4,0,0,5000,4988,1.4,0,0,0.91,0.05,0,0,1.61,2.38,0,0
연금저축생명보험,(무)하나세테크e연금저축보험,하나생명보험,금리연동형,2021-01-01,중단,가능,4926,4908,1.05,0,0,4926,4908,1.05,0,0,0.06,0,0,0,2.34,0,0,0
연금저축생명보험,연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2014-01-16,중단,불가능,4701,4902,1.83,0,0,4701,4902,1.83,0,0,1.56,1.31,0.85,0.35,0.57,0.71,0.89,1.59
연금저축생명보험,연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2013-03-29,중단,불가능,4565,4830,2.08,0,0,4565,4830,2.08,0,0,1.76,1.51,1.15,0.78,0.67,0.79,0.97,1.47
연금저축생명보험,연금저축 IBK연금보험_1404,아이비케이연금보험 ,금리연동형,2014-04-01,중단,불가능,4178,4632,2.37,0,0,4178,4632,2.37,0,0,2.19,2.05,1.8,0.75,0.58,0.73,0.94,1.9
연금저축생명보험,연금저축 강력추천 연금보험,DB생명보험,금리연동형,2009-02-01,중단,불가능,3396,4610,3.44,0,0,3396,4610,3.44,0,0,3.19,2.77,2.7,2.56,0.19,0.2,0.28,0.52
연금저축생명보험,연금저축드림테크연금보험B1,흥국생명보험,금리연동형,2013-04-01,중단,불가능,3828,4550,3.26,0,0,3828,4550,3.26,0,0,2.93,2.53,2.33,1.81,0.32,0.38,0.41,0.94
연금저축생명보험,연금저축 IBK연금보험_1501,아이비케이연금보험 ,금리연동형,2015-01-01,중단,불가능,4135,4457,2.15,0,0,4135,4457,2.15,0,0,2.01,1.85,1.55,0,0.61,0.82,1.1,0
연금저축생명보험,연금저축그린필드연금보험,흥국생명보험,금리연동형,2004-07-19,중단,불가능,2853,4451,3.88,0,0,2853,4451,3.88,0,0,3.49,3.14,3.04,3.03,0.1,0.1,0.11,0.12
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2016-04-01,중단,불가능,4087,4433,3.01,0,0,4087,4433,3.01,0,0,2.33,2.08,1.63,0,0.53,0.7,0.99,0
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2016-04-01,중단,불가능,4070,4430,2.46,0,0,4070,4430,2.46,0,0,2.25,2.03,1.69,0,0.57,0.76,1.12,0
연금저축생명보험,연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2013-04-01,중단,불가능,4006,4428,4.89,0,0,4006,4428,4.89,0,0,7.5,6.96,5.17,1.26,0.33,0.43,0.53,0.84
연금저축생명보험,연금저축 나이스플랜연금보험1801(60세),에이비엘생명보험,금리연동형,2018-01-01,중단,불가능,4447,4381,0.82,0,0,4447,4381,0.82,0,0,0.45,-0.29,-6.38,0,1.58,2.27,7.11,0
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2021-07-01,중단,불가능,4710,4360,-1.09,0,0,4710,4360,-1.09,0,0,-4.21,0,0,0,4.71,0,0,0
연금저축생명보험,무배당 연금저축 IBK e-연금보험_1701,아이비케이연금보험 ,금리연동형,2017-01-01,중단,불가능,4070,4337,2.44,0,0,4070,4337,2.44,0,0,2.03,1.71,1.16,0,0.66,0.9,1.43,0
연금저축생명보험,연금저축그린필드연금보험Ⅲ,흥국생명보험,금리연동형,2005-12-05,중단,불가능,2792,4315,3.88,0,0,2792,4315,3.88,0,0,3.45,3.09,2.98,2.89,0.01,0.01,0.01,0.07
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2021-01-01,중단,불가능,4422,4298,0.18,0,0,4422,4298,0.18,0,0,-1.03,0,0,0,2.93,0,0,0
연금저축생명보험,인터넷연금저축보험(무배당),삼성생명보험,금리연동형,2013-10-14,중단,불가능,3655,4239,3.25,0,0,3655,4239,3.25,0,0,2.84,2.4,2.26,1.74,0.42,0.53,0.66,1.16
연금저축생명보험,연금저축 SAVE 연금보험 무배당1904,미래에셋생명보험,금리연동형,2019-04-01,중단,불가능,5068,4230,0.87,0,0,5068,4230,0.87,0,0,0.41,-1.14,0,0,1.52,2.97,0,0
연금저축생명보험,(무)하나세테크연금저축보험,하나생명보험,금리연동형,2022-01-01,판매,가능,4364,4211,-1.16,124.38,2.57,4364,4211,-1.16,124.38,2.57,-10.45,0,0,0,11.47,0,0,0
연금저축생명보험,세제적격연금저축e연금보험무배당,한화생명보험,금리연동형,2015-01-02,중단,불가능,3782,4190,2.38,0,0,3782,4190,2.38,0,0,2.24,2.07,1.95,-1.1,0.36,0.5,0.68,2.58
연금저축생명보험,연금저축나이스플랜연금보험2101(60세),에이비엘생명보험,금리연동형,2021-01-01,중단,불가능,4327,4168,-0.41,0,0,4327,4168,-0.41,0,0,-2.62,0,0,0,4.65,0,0,0
연금저축생명보험,연금저축 NEW SAVE연금보험1303,미래에셋생명보험,금리연동형,2013-03-11,중단,불가능,5896,4168,1.73,0,0,5896,4168,1.73,0,0,1.73,1.32,1.39,1.3,0.18,0.29,0.46,0.87
연금저축생명보험,(무)하나e연금저축보험,하나생명보험,금리연동형,2019-04-01,중단,가능,4073,4146,1.61,0,0,4073,4146,1.61,0,0,1.16,0.04,0,0,1.32,2.39,0,0
연금저축생명보험,연금저축수호천사더블파워연금(5년납_7년납),동양생명보험,금리연동형,2017-01-01,중단,불가능,21725,4143,0.4,0,0,21725,4143,0.4,0,0,0.33,-0.07,-1.42,0,0.15,0.73,2.43,0
연금저축생명보험,(무)하나세테크e연금저축보험,하나생명보험,금리연동형,2021-05-01,중단,가능,4156,4120,0.83,0,0,4156,4120,0.83,0,0,-0.79,0,0,0,3.15,0,0,0
연금저축생명보험,연금저축 KDB연금보험,케이디비생명보험,금리연동형,2017-01-01,중단,불가능,4003,4107,1.51,0,0,4003,4107,1.51,0,0,1.36,0.99,0.27,0,0.63,0.98,1.74,0
연금저축생명보험,연금저축 하이드림Free연금보험,한화생명보험,금리연동형,2012-12-03,중단,불가능,3625,4067,2.6,0,0,3625,4067,2.6,0,0,7.42,5.93,4.35,1.62,0.27,0.35,0.54,0.89
연금저축생명보험,연금저축뉴그린필드연금보험V,흥국생명보험,금리연동형,2015-04-01,중단,불가능,3847,4032,2.17,0,0,3847,4032,2.17,0,0,1.88,1.5,1.17,0,0.86,0.95,1.26,0
연금저축생명보험,연금저축수호천사한아름연금2형(종신연금형),동양생명보험,금리연동형,2006-09-29,중단,불가능,3213,4014,3.49,0,0,3213,4014,3.49,0,0,2.84,3.09,3.22,1.23,0.15,0.17,0.18,0.3
연금저축생명보험,무배당 IBK 세액공제받는연금저축보험_1904_GA,아이비케이연금보험 ,금리연동형,2019-04-01,중단,가능,4041,3996,1.17,0,0,4041,3996,1.17,0,0,0.54,-1.14,0,0,1.96,3.49,0,0
연금저축생명보험,(무)하나세테크연금저축보험,하나생명보험,금리연동형,2021-05-01,중단,가능,4067,3980,0.41,0,0,4067,3980,0.41,0,0,-1.56,0,0,0,3.87,0,0,0
연금저축생명보험,현대라이프 연금보험 연금저축(법인),푸본현대생명보험,금리연동형,2015-04-01,중단,불가능,3732,3942,1.94,0,0,3732,3942,1.94,0,0,1.81,1.6,1.31,0,1.09,1.25,1.55,0
연금저축생명보험,무배당 IBK 세액공제받는연금저축보험_2001_GA,아이비케이연금보험 ,금리연동형,2020-01-01,중단,가능,3958,3875,0.9,0,0,3958,3875,0.9,0,0,0.1,0,0,0,2.36,0,0,0
연금저축생명보험,인터넷연금저축보험1.1無,삼성생명보험,금리연동형,2015-01-02,중단,불가능,3536,3861,2.5,0,0,3536,3861,2.5,0,0,2.33,1.98,1.8,-1.02,0.48,0.65,0.89,3.26
연금저축생명보험,인터넷연금저축보험1.8無(사업비할인)_50인이상,삼성생명보험,금리연동형,2018-01-01,중단,불가능,3705,3844,1.98,0,0,3705,3844,1.98,0,0,1.73,1.26,-2.23,0,0.84,1.17,4.15,0
연금저축생명보험,연금저축흥국생명뉴그린필드연금보험V,흥국생명보험,금리연동형,2018-01-01,중단,불가능,3852,3838,1.1,0,0,3852,3838,1.1,0,0,0.78,0.16,-4.03,0,1.24,1.78,5.59,0
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2021-08-01,중단,불가능,3909,3753,-0.47,0,0,3909,3753,-0.47,0,0,-4.16,0,0,0,5.57,0,0,0
연금저축생명보험,연금저축 KDB세테크연금보험,케이디비생명보험,금리연동형,2016-01-01,중단,불가능,3613,3743,2,0,0,3613,3743,2,0,0,1.79,1.35,0.78,0,0.51,0.79,1.31,0
연금저축생명보험,무배당 신한연금저축보험Premium,신한라이프생명보험,금리연동형,2020-04-06,중단,불가능,4634,3701,1.02,0,0,4634,3701,1.02,0,0,0.53,-4.89,0,0,1.41,5.97,0,0
연금저축생명보험,(무)하나원큐연금저축보험,하나생명보험,금리연동형,2022-01-01,판매,가능,3795,3666,-0.92,125.71,2.57,3795,3666,-0.92,125.71,2.57,-9.68,0,0,0,11.18,0,0,0
연금저축생명보험,연금저축 미래로기업복지연금보험,한화생명보험,금리연동형,2009-06-01,중단,불가능,3174,3653,2.29,0,0,3174,3653,2.29,0,0,2.23,1.79,1.87,1.83,0.44,0.46,0.56,0.74
연금저축생명보험,연금저축 KDB연금보험,케이디비생명보험,금리연동형,2014-04-01,중단,불가능,3342,3622,2.55,0,0,3342,3622,2.55,0,0,2.29,1.96,1.61,0.35,0.38,0.45,0.74,1.87
연금저축생명보험,현대라이프 연금보험 연금저축,푸본현대생명보험,금리연동형,2013-07-15,중단,불가능,3309,3619,2.49,0,0,3309,3619,2.49,0,0,2.22,1.91,1.67,0,0.52,0.69,0.91,1.65
연금저축생명보험,무배당 연금저축 IBK e-연금보험_1604,아이비케이연금보험 ,금리연동형,2016-04-01,중단,불가능,3324,3585,2.51,0,0,3324,3585,2.51,0,0,2.15,1.87,1.51,0,0.57,0.77,1.12,0
연금저축생명보험,e-NH연금저축보험(무배당)_2101,농협생명보험,금리연동형,2023-01-01,중단,불가능,3675,3578,-2.29,126.33,2.6,3675,3578,-2.29,126.33,2.6,0,0,0,0,0,0,0,0
연금저축생명보험,인터넷연금저축보험1.0(무배당),삼성생명보험,금리연동형,2014-04-01,중단,불가능,3151,3568,3.01,0,0,3151,3568,3.01,0,0,2.66,2.24,2.07,1.24,0.49,0.61,0.78,1.58
